"UniqueID","Probability1"
6533,0.126993186371516
6534,0.354771072300665
6535,0.431175005201628
6536,0.466092394312152
6537,0.192061500131803
6538,0.471969865266846
6539,0.556383805221016
6540,0.633288928672947
6541,0.18937298104163
6542,0.0685698045540932
6543,0.0564435582144397
6544,0.433291068640512
6545,0.0232150086793233
6546,0.140260457067074
6547,0.0787576500369802
6548,0.394749593425039
6549,0.358819523383834
6550,0.316743774997522
6551,0.118909172390026
6552,0.130260460247391
6553,0.164945652545519
6554,0.206213460958765
6555,0.309755264701383
6556,0.0750440102826179
6557,0.00269379139344138
6558,0.18270220991979
6559,0.117768168659103
6560,0.154316776551578
6561,0.107250597992884
6562,0.00331416748043247
6563,0.010348633758515
6564,0.185680402586329
6565,0.146468163114894
6566,0.167910553227303
6567,0.167918689780921
6568,0.233867790002539
6569,0.101307982389161
6570,0.144634159724306
6571,0.261875032289129
6572,0.490611953399683
6573,0.139211073315127
6574,0.353983282086745
6575,0.0451726044082224
6576,0.286407775452205
6577,0.0334301003145091
6578,0.0555511458317748
6579,0.179763032685405
6580,0.0883507175964669
6581,0.18265531093362
6582,0.194810663444816
6583,0.0738296387917521
6584,0.377524439884775
6585,1.21860535232276e-08
6586,0.25638160388321
6587,0.339889130793335
6588,0.0923922170579598
6589,0.0551586440341652
6590,0.364010579570661
6591,0.291205278620617
6592,0.107976625430998
6593,0.0400940785483784
6594,0.0479844970620486
6595,0.110560620472489
6596,0.116063923674975
6597,0.104175196040307
6598,0.0651092877609749
6599,0.0341356223603291
6600,0.249012339928138
6601,0.074092264501935
6602,0.0928515060706729
6603,0.08349026399461
6604,0.168514025070038
6605,0.349629780122439
6606,0.107617926712163
6607,0.0914458871734289
6608,0.266688424650196
6609,0.218394252178027
6610,3.23624493706812e-08
6611,0.251675256181497
6612,0.337862283729989
6613,0.0309884190441618
6614,0.105454452217513
6615,1.096805123767e-08
6616,0.0439118446668402
6617,0.0352018691669381
6618,0.0273088660920866
6619,0.241821351146642
6620,0.0348649145018082
6621,0.0396024102845593
6622,0.0393309725379507
6623,0.00727905685074456
6624,0.217337111160513
6625,0.123047488987173
6626,0.0234890875919916
6627,0.0314990635790268
6628,0.0291455307623299
6629,0.130231480699649
6630,0.0563732827907207
6631,0.068479149783392
6632,0.351305928429012
6633,0.387347004223632
6634,0.00325610610127396
6635,0.65201253174119
6636,0.424003232726331
6637,0.182641430179469
6638,0.499182826699055
6639,0.392425382257202
6640,0.439935301903057
6641,0.481536345083592
6642,0.459961116666208
6643,0.49484310873325
6644,0.490176173877909
6645,0.40996850524208
6646,0.117519528677083
6647,0.301208987435318
6648,0.374082574489367
6649,0.246452779881908
6650,0.161520776238764
6651,0.00253687136132768
6652,0.0297470315010032
6653,0.248647467480036
6654,0.0483720561325659
6655,0.494146956299574
6656,0.00958640248461671
6657,0.190141750879424
6658,0.243022223308125
6659,0.0557659191760726
6660,0.369920649242122
6661,0.0949886687521715
6662,0.101436305600498
6663,0.114343873535456
6664,0.148096890275833
6665,0.231797528824831
6666,0.103835784569897
6667,0.238348064148692
6668,1.13567160752966e-08
6669,0.143768083013262
6670,0.335371006264649
6671,0.333176101485979
6672,0.0235159985923429
6673,0.418579888026361
6674,0.242782584375424
6675,0.0106575848304621
6676,0.121409175448332
6677,0.0817691780884864
6678,0.22020951998431
6679,0.148523357300591
6680,0.0740131690568741
6681,0.193876425454301
6682,0.0421283580290704
6683,0.143036723567512
6684,0.293896740543031
6685,0.0455555481994619
6686,0.048500855607617
6687,0.182203213243835
6688,0.176051610838955
6689,0.13709779958217
6690,0.0712130735908898
6691,0.306292453201755
6692,0.454746900040663
6693,0.0744867915648939
6694,0.208645935169314
6695,0.261710443911462
6696,3.47968010873672e-08
6697,0.292326113336791
6698,0.0470317929180195
